"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
419,"NCT01328535","Individualized Temozolomide in Treating Patients With Stage IV Melanoma That Cannot Be Removed By Surgery","Active, not recruiting","No Results Available","Recurrent Melanoma|Stage IV Melanoma","Drug: temozolomide|Other: flow cytometry|Other: staining method|Procedure: biopsy|Other: laboratory biomarker analysis","Mayo Clinic|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","25","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","MC1076|NCI-2011-00449|10-008497","March 30, 2011","January 2011","December 2017","March 21, 2017","March 2017","No Study Results Posted","null","December 2017","To assess the clinical activity of timed administration of TMZ therapy in patients with stage IV melanoma|To evaluate the parameters of immune homeostasis that are associated with the anti-tumor immune biorhythm in order to gain insight into the mechanism of the observed clinical and immunological effect of timed TMZ chemotherapy|To assess the toxicity profile of timed administration of TMZ therapy in patients with stage IV melanoma who have or have not received prior chemotherapy for their metastatic disease|To evaluate the impact of timed TMZ chemotherapy on immune biomarkers and the anti-tumor immune biorhythms.","https://ClinicalTrials.gov/show/NCT01328535"
420,"NCT01115491","A Study of Bevacizumab and Extended Treatment of Temozolomide in Patients With Recurrent Glioblastoma Multiforme","Completed","Has Results","Glioblastoma Multiforme","Drug: bevacizumab [Avastin]|Drug: temozolomide","Hoffmann-La Roche","All","18 Years and older   (Adult, Senior)","Phase 2","32","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ML25152|2010-019051-21","April 30, 2010","June 2010","July 2012","December 3, 2014","December 2014","May 28, 2014","null","July 2012","Progression-Free Survival (PFS) - Percentage of Participants With an Event|PFS - Time to Event|PFS: Probability of Remaining Progression Free at 24 Weeks After Beginning the Study|Overall Survival - Percentage of Participants With an Event|Overall Survival - Time to Event|Percentage of Participants Achieving an Overall Response of Complete Response (CR) or Partial Response (PR)","https://ClinicalTrials.gov/show/NCT01115491"
421,"NCT00601614","Vandetanib and Temozolomide in Treating Patients With Advanced Solid Tumors That Cannot Be Removed By Surgery","Withdrawn","No Results Available","Unspecified Adult Solid Tumor, Protocol Specific","Drug: temozolomide|Drug: vandetanib|Other: immunoenzyme technique|Other: laboratory biomarker analysis","Mayo Clinic|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","0","Other|NIH","Interventional","Primary Purpose: Treatment","MC0615|MAYO-MC0615|MAYO-07-004966","January 24, 2008","January 2008","null","March 6, 2014","March 2014","No Study Results Posted","null","January 2010","Maximum tolerated dose of vandetanib and temozolomide|Adverse events profile|Toxicity profile|Response profile|Time until any treatment-related toxicity|Time until treatment-related grade 3+ toxicity|Time until hematologic nadirs|Time to progression|Time to treatment failure|Correlation of changes in VEGF levels, serum angiogenesis, and circulating endothelial cells with response and dose levels","https://ClinicalTrials.gov/show/NCT00601614"
422,"NCT01164189","Bevacizumab in Recurrent Grade II and III Glioma","Active, not recruiting","No Results Available","Central Nervous System Tumors","Biological: Bevacizumab|Drug: Temozolomide","European Organisation for Research and Treatment of Cancer - EORTC|Hoffmann-La Roche","All","18 Years and older   (Adult, Senior)","Phase 2","144","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","EORTC-26091|2009-017422-39","July 15, 2010","February 2011","null","October 11, 2016","October 2016","No Study Results Posted","TAVAREC","June 2017","Probability of survival at 1 year|Objective response rate and duration of response|Progression-free survival|Overall survival and survival at 24 months|Safety|Clinical/neurological deterioration-free survival|Steroid use|Quality of life of patients and caregivers/relatives|Cognitive deterioration","https://ClinicalTrials.gov/show/NCT01164189"
423,"NCT00626990","Phase III Trial of Anaplastic Glioma Without 1p/19q LOH","Active, not recruiting","No Results Available","Brain and Central Nervous System Tumors","Drug: temozolomide|Genetic: DNA methylation analysis|Other: laboratory biomarker analysis|Procedure: adjuvant therapy|Procedure: quality-of-life assessment|Radiation: radiation therapy","European Organisation for Research and Treatment of Cancer - EORTC|NCIC Clinical Trials Group|Radiation Therapy Oncology Group|Medical Research Council|Cooperative Trials Group for Neuro-Oncology|Merck Sharp & Dohme Corp.","All","18 Years to 120 Years   (Adult, Senior)","Phase 3","751","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","EORTC-26053-22054|NCIC CTG CEC.1|RTOG-0834|2006-001533-17|P04839|MRC BR14","February 28, 2008","December 2007","null","February 9, 2016","February 2016","No Study Results Posted","CATNON","January 2020","Overall survival as measured from the day of randomization|Progression-free survival|Neurological deterioration-free survival|Quality of life as assessed by the EORTC Quality of Life Questionnaire (QLQ-C30) version 3 and the Brain Cancer Module-20|Toxicity as measured by CTEP Active Version of CTCAE|Development of cognitive deterioration as measured by the Mini Mental Status Exam","https://ClinicalTrials.gov/show/NCT00626990"
424,"NCT00004200","Prinomastat Plus Temozolomide Following Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: prinomastat|Drug: temozolomide","Pfizer","All","16 Years and older   (Child, Adult, Senior)","Phase 2","null","Industry","Interventional","Allocation: Randomized|Primary Purpose: Treatment","AG-3340-019|CDR0000067443|MCC-12151|MDA-DM-99254|MSKCC-99116","January 21, 2000","October 1999","null","August 7, 2012","August 2012","No Study Results Posted","null","January 2002","","https://ClinicalTrials.gov/show/NCT00004200"
425,"NCT01355445","Vincristine and Irinotecan With or Without Temozolomide in Children and Adults With Refractory or Relapsed Rhabdomyosarcoma : International Randomized Trial","Unknown status","No Results Available","RHABDOMYOSARCOMA","Drug: Vincristine, Irinotecan|Drug: Vincristine-Irinotecan-Temozolomide","Centre Oscar Lambret|SFCE","All","6 Months to 50 Years   (Child, Adult)","Phase 2","80","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","VIT-0910|2010-023135-42","May 16, 2011","January 2012","June 2015","June 20, 2014","June 2014","No Study Results Posted","VIT-0910","June 2014","Objective tumour response and progression in each treatment arm.|To assess the duration of tumor response in each treatment arm|To determine the time to tumor progression in each treatment arm|To assess the time to treatment failure in each treatment arm|To assess the overall survival in each treament arm|To assess the safety profile and tolerability in each treatment arm","https://ClinicalTrials.gov/show/NCT01355445"
426,"NCT00354068","Imatinib Mesylate and Temozolomide in Treating Patients With Malignant Glioma","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: imatinib mesylate|Drug: temozolomide|Other: pharmacological study","Duke University|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","65","Other|NIH","Interventional","Primary Purpose: Treatment","Pro00004364|DUMC-5514-06-1R2|NOVARTIS-DUMC-5514-06-1R2|CDR0000483760","July 19, 2006","July 2004","November 2008","March 26, 2013","March 2013","No Study Results Posted","null","November 2008","Maximum tolerated dose|Dose-limiting toxicity|Safety and tolerability|Pharmacokinetics|Anti-tumor activity","https://ClinicalTrials.gov/show/NCT00354068"
427,"NCT01777919","Disulfiram/Copper Combination In The Treatment of Newly Diagnosed Glioblastoma Multiform","Not yet recruiting","No Results Available","Glioblastoma Multiforme","Drug: Temozolomide|Drug: Disulfiram|Drug: Copper","Olympion Medical Center|University of Ioannina|University of Eastern Finland|University of Ulm","All","18 Years and older   (Adult, Senior)","Phase 2","32","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","PK-18081973","January 24, 2013","January 2017","January 2020","October 14, 2016","October 2016","No Study Results Posted","GLIODIS","January 2019","Progression-free survival|Overall survival","https://ClinicalTrials.gov/show/NCT01777919"
428,"NCT00639262","Combination of Sorafenib and Radiation for Brain Metastases and Primary Brain Tumors","Completed","No Results Available","Brain Metastases|Primary Brain Tumors","Drug: Sorafenib|Drug: Temozolomide|Radiation: Radiotherapy","Sidney Kimmel Cancer Center at Thomas Jefferson University|Bayer|Thomas Jefferson University","All","18 Years and older   (Adult, Senior)","Phase 1","35","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","07P.381|2006-58","March 13, 2008","March 2008","September 2012","October 19, 2016","October 2016","No Study Results Posted","null","September 2012","Maximum Tolerated Dose of Sorafenib|Response Rate|Prediction of 1-year Recurrence|Safety and Toxicity of Sorafenib","https://ClinicalTrials.gov/show/NCT00639262"
429,"NCT00072345","Temozolomide, Thalidomide, and Lomustine in Treating Patients With Unresectable Stage III or Stage IV Melanoma","Completed","No Results Available","Intraocular Melanoma|Melanoma (Skin)","Drug: lomustine|Drug: temozolomide|Drug: thalidomide","Memorial Sloan Kettering Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","null","Other|NIH","Interventional","Masking: Open Label|Primary Purpose: Treatment","03-084|P30CA008748|MSKCC-03084","November 4, 2003","July 2003","null","January 17, 2013","January 2013","No Study Results Posted","null","August 2004","","https://ClinicalTrials.gov/show/NCT00072345"
430,"NCT02780024","Metformin, Neo-adjuvant Temozolomide and Hypo- Accelerated Radiotherapy Followed by Adjuvant TMZ in Patients With GBM","Recruiting","No Results Available","Glioblastoma Multiforme","Drug: Metformin","McGill University Health Center","All","18 Years and older   (Adult, Senior)","Phase 2","50","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","MUHC ID: 4315","May 20, 2015","March 2015","December 2021","November 1, 2016","November 2016","No Study Results Posted","null","December 2019","Number of patients completing the study treatment|To assess toxicity of the regimen","https://ClinicalTrials.gov/show/NCT02780024"
431,"NCT01390571","Olaparib and Temozolomide in Treating Patients With Relapsed Glioblastoma","Recruiting","No Results Available","Brain and Central Nervous System Tumors","Drug: olaparib|Drug: temozolomide|Genetic: gene expression analysis|Genetic: protein expression analysis|Other: laboratory biomarker analysis|Other: pharmacological study|Procedure: diffusion-weighted magnetic resonance imaging|Procedure: dynamic contrast-enhanced magnetic resonance imaging|Procedure: therapeutic conventional surgery","Cancer Research UK","All","18 Years and older   (Adult, Senior)","Phase 1","34","Other","Interventional","Masking: Open Label|Primary Purpose: Treatment","CDR0000702605|CRUK-CR0901-11|EUDRACT-2010-018615-15","July 7, 2011","July 2011","null","April 13, 2016","April 2016","No Study Results Posted","null","May 2017","Detection of olaparib in tumor tissue using liquid chromatography mass spectrometry (LC-MS) seen in at least 1 out of the 6 patients treated in stage 1 of the study|Maximum-tolerated dose of olaparib in combination with temozolomide (stage 2)|Toxicity profile and dose-limiting toxicity as assessed by NCI CTCAE Version 4.02 (stage 2)|Measurement of blood-brain barrier (BBB) disruption and permeability biomarkers by dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI) and diffusion-weighted imaging (DWI) (stage 1 and stage 2 MTD expansion cohort)|Progression-free survival at 6 months post-surgery as assessed by the Response Assessment in Neuro-Oncology Working Group (RANO) criteria from conventional MRI and clinical assessment (stage 2)","https://ClinicalTrials.gov/show/NCT01390571"
432,"NCT03150810","Study to Assess Safety, Tolerability and Clinical Activity of BGB-290 in Combination With Temozolomide (TMZ) in Subjects With Locally Advanced or Metastatic Solid Tumors","Not yet recruiting","No Results Available","Locally Advanced or Metastatic Solid Tumors","Drug: BGB-290|Drug: Temozolomide|Drug: BGB-290|Drug: Temozolomide","BeiGene USA, Inc.|Myriad Genetics, Inc.|BeiGene","All","18 Years to 99 Years   (Adult, Senior)","Phase 1|Phase 2","150","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","BGB-290-103","May 8, 2017","June 30, 2017","August 1, 2020","May 10, 2017","May 2017","No Study Results Posted","null","July 1, 2020","Incidence and nature of dose limiting toxicities (DLTs) as assessed by CTCAE.|Incidence, nature and severity of adverse events as assessed by CTCAE.|Pharmacokinetic (PK) parameters (Cmax) of BGB-290 and TMZ.|Pharmacokinetic (PK) parameters (Tmax) of BGB-290 and TMZ.|Objective response rate (ORR) as assessed using RECIST.|Duration of response (DOR).|Disease control rate (DCR)|Progression free survival (PFS)|Overall survival (OS)","https://ClinicalTrials.gov/show/NCT03150810"
