"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
1612,"NCT02500940","Comparison the Effects of Different Neoadjuvant Chemotherapy Regimen on Acute Toxicity, Tumor Response, and Survival in Patients With Advanced Nasopharyngeal Carcinoma","Recruiting","No Results Available","Nasopharyngeal Carcinoma","Drug: Cisplatin|Drug: Fluorouracil|Radiation: Radiation therapy|Drug: Leucovorin","Taichung Veterans General Hospital|Fujian Cancer Hospital","All","20 Years and older   (Adult, Senior)","Phase 3","54","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","CF15113A","June 22, 2015","May 2015","May 2021","July 14, 2015","July 2015","No Study Results Posted","null","May 2016","Tumor response by RECIST version 1.1|Overall survival|Acute toxicity by CTCAE deifnition","https://ClinicalTrials.gov/show/NCT02500940"
1613,"NCT00123318","A Feasibility Study to Evaluate Adjuvant Chemoradiotherapy for Gastric Cancer","Completed","No Results Available","Gastric Cancer","Drug: epirubicin|Drug: cisplatin|Drug: 5-fluorouracil|Radiation: Radiotherapy","Trans-Tasman Radiation Oncology Group (TROG)|The Royal Australian and New Zealand College of Radiologists","All","18 Years and older   (Adult, Senior)","Phase 3","52","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","TROG 03.02","July 19, 2005","February 2003","February 2012","June 17, 2013","June 2013","No Study Results Posted","null","February 2012","The percentage of patients who develop grade 3 or grade 4 haematological and gastrointestinal acute toxicity|The percentage of patients who complete the planned chemoradiation protocol|The percentage of major radiotherapy protocol violations|Median survival and overall survival at 3 years","https://ClinicalTrials.gov/show/NCT00123318"
1614,"NCT02947113","Combination of Platinum Doublets and Hypofractionated Radiotherapy in NSCLC","Not yet recruiting","No Results Available","Non-Small Cell Lung Cancer","Drug: Cisplatin|Radiation: hypofractionated radiotherapy|Drug: Pemetrexed|Drug: Etoposide","The Netherlands Cancer Institute","All","18 Years and older   (Adult, Senior)","Phase 2","50","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","N16HYP|2016-003790-18|NL57625.031.16","October 14, 2016","December 2016","December 2019","October 25, 2016","October 2016","No Study Results Posted","HYPOLAN","December 2018","Incidence of treatment related Adverse events (according to CTCAE v 4.03)|safety defined by the rate of grade 3-4 treatment related adverse events|disease control rate|progression free survival|overall survival","https://ClinicalTrials.gov/show/NCT02947113"
1615,"NCT00842712","Cilengitide and Cetuximab in Combination With Platinum-based Chemotherapy as First-line Treatment for Subjects With Advanced Non Small Cell Lung Cancer (NSCLC)","Completed","Has Results","Carcinoma, Non-Small-Cell Lung","Drug: Cilengitide|Drug: Cilengitide|Drug: Cetuximab|Drug: Cisplatin|Drug: Cisplatin|Drug: Gemcitabine|Drug: Vinorelbine|Drug: Cilengitide|Drug: Cilengitide|Drug: Cetuximab|Drug: Chemotherapy","Merck KGaA","All","18 Years and older   (Adult, Senior)","Phase 2","232","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","EMR200037-014|EudraCT Number: 2008-004148-35","February 10, 2009","February 2009","July 2013","January 12, 2017","January 2017","July 31, 2014","CERTO","July 2013","Safety run-in Part: Number of Participants With Dose Limiting Toxicities (DLTs)|Randomized Part: Progression Free Survival (PFS) Time - Independent Read|Randomized Part: Progression Free Survival (PFS) Time - Investigator Read|Randomized Part: Overall Survival (OS) Time|Randomized Part: Best Overall Response (BOR) Rate|Randomized Part: Time to Treatment Failure","https://ClinicalTrials.gov/show/NCT00842712"
1616,"NCT00028743","Comparison of Combination Chemotherapy Regimens in Treating Newly Diagnosed Ovarian Epithelial Cancer, Primary Peritoneal Cancer, or Fallopian Tube Cancer","Completed","No Results Available","Fallopian Tube Cancer|Ovarian Cancer|Peritoneal Cavity Cancer","Drug: carboplatin|Drug: cisplatin|Drug: paclitaxel|Drug: topotecan hydrochloride","NCIC Clinical Trials Group|European Organisation for Research and Treatment of Cancer - EORTC|Grupo Español de Investigación en Cáncer de Ovario|Canadian Cancer Trials Group","Female","18 Years to 75 Years   (Adult, Senior)","Phase 3","819","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","OV16|CAN-NCIC-OV16|EORTC-55012|GEICO-0101|CDR0000069129","January 4, 2002","August 2001","January 2013","October 31, 2013","December 2012","No Study Results Posted","null","October 2007","Progression free survival|Overall Survival|Response Rates|Toxic Effects|Quality of Life|CA125 Normalization Rates","https://ClinicalTrials.gov/show/NCT00028743"
1617,"NCT01467115","Induction Chemotherapy Followed by Cetuximab and Radiation Therapy for Head and Neck Cancer","Completed","No Results Available","Head and Neck Cancer","Radiation: Radiotherapy|Drug: Leucovorin|Biological: Cetuximab|Drug: Filgrastim|Drug: Erythropoetin|Drug: Cisplatin|Drug: Fluorouracil|Drug: Docetaxel","Drexel University College of Medicine|Drexel University","All","18 Years and older   (Adult, Senior)","Phase 2","1","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","19834","November 4, 2011","March 2010","October 7, 2014","May 8, 2017","May 2017","No Study Results Posted","DREXNECK","June 2014","Organ Sparing Survival|Overall Survival","https://ClinicalTrials.gov/show/NCT01467115"
1618,"NCT01736917","Fosaprepitant + 5HT3 Receptor Antagonists + Dexamethasone in Germ Cell Tumors","Completed","Has Results","Chemotherapy-Induced Nausea and Vomiting","Drug: Fosaprepitant|Drug: Dexamethasone|Drug: 5HT3","Lawrence Einhorn|Hoosier Cancer Research Network|Merck Sharp & Dohme Corp.","Male","15 Years and older   (Child, Adult, Senior)","Phase 2","65","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","QL12-153","November 21, 2012","January 2013","June 2015","April 18, 2016","April 2016","March 1, 2016","null","March 2015","Percentage of Participants With Complete Response of Acute and Delayed Chemotherapy Induced Nausea and Vomiting|Total Number of Emetic Episodes|Use of Rescue Medications.|Self-Reported Assessment of Nausea","https://ClinicalTrials.gov/show/NCT01736917"
1619,"NCT00407186","Randomized Phase III Trial of Adjuvant Chemotherapy or Chemoradiotherapy in Resectable Gastric Cancer (CRITICS)","Unknown status","No Results Available","Gastric Cancer","Drug: cisplatin+capecitabine|Radiation: radiotherapy|Drug: epirubicin+cisplatin+capecitabine","Dutch Colorectal Cancer Group|The Netherlands Cancer Institute|Roche Pharma AG","All","18 Years and older   (Adult, Senior)","Phase 3","788","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","CRITICS","December 1, 2006","December 2006","December 2013","August 27, 2011","August 2011","No Study Results Posted","null","June 2013","overall survival|disease-free survival|toxicity|health-related quality of life","https://ClinicalTrials.gov/show/NCT00407186"
1620,"NCT02754726","Combination Therapy for Patients With Untreated Metastatic Pancreatic Ductal Adenocarcinoma","Recruiting","No Results Available","Untreated Metastatic Pancreatic Ductal Adenocarcinoma","Drug: Nivolumab|Drug: Albumin-bound paclitaxel|Drug: Paricalcitol|Drug: Cisplatin|Drug: Gemcitabine","HonorHealth Research Institute|Translational Genomics Research Institute|Bristol-Myers Squibb","All","18 Years and older   (Adult, Senior)","Phase 2","10","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","NAPPCG-EB 2015-001","April 19, 2016","April 2016","null","May 1, 2017","May 2017","No Study Results Posted","null","December 2017","Complete response rate|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0","https://ClinicalTrials.gov/show/NCT02754726"
1621,"NCT00817583","Induction Chemotherapy Followed by Concurrent Chemoradiotherapy for Nasopharyngeal Carcinoma (NPC)","Unknown status","No Results Available","Nasopharyngeal Carcinoma","Drug: docetaxel, cisplatin, fluorouracil|Radiation: 3D-CRT (three-dimensional conformal radiation therapy) or IMRT (intensity-modulated radiation therapy)","Fudan University","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","100","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","NPC20081|NPC20081-1","January 5, 2009","January 2009","July 2011","January 26, 2009","January 2009","No Study Results Posted","TPF for NPC","July 2010","overall survival|distant metastases free survival , and disease-free survival","https://ClinicalTrials.gov/show/NCT00817583"
1622,"NCT00490360","Neoadjuvant Chemotherapy for Resectable Cancer of the Pancreatic Head","Completed","No Results Available","Cancer of the Pancreatic Head","Drug: Gemcitabine / Cisplatin","University of Zurich","All","18 Years and older   (Adult, Senior)","Phase 2","2007","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","21-2001","June 21, 2007","October 2001","May 2007","June 21, 2007","June 2007","No Study Results Posted","null","null","Resectability rate > 70% after restaging","https://ClinicalTrials.gov/show/NCT00490360"
1623,"NCT00122772","CRP on Radiobiological and Clinical Studies on Viral-Induced Cancer's Response to Radiotherapy","Completed","No Results Available","Cervix Cancer","Radiation: Radiotherapy|Radiation: Radiotherapy|Radiation: Radiotherapy/Cisplatin|Radiation: Radiotherapy/Cisplatin","International Atomic Energy Agency","Female","18 Years and older   (Adult, Senior)","Phase 3","601","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","E33026","July 19, 2005","November 2005","June 2010","October 13, 2011","October 2011","No Study Results Posted","null","June 2010","Clinical Outcome|Treatment Toxicity|Molecular markers that will predict tumor control/resistance|Whether E6 and E7 viral proteins predict cellular radiosensitivity in oxic and hypoxic conditions in vitro and tumor control/resistance in vivo|Effectiveness of a questionnaire template on a computer in face-to-face interviews in a multicentre multinational study.","https://ClinicalTrials.gov/show/NCT00122772"
1624,"NCT00498979","Sodium Stibogluconate and IFNa-2b Followed By CDDP, VLB and DTIC Treating Pts.With Advanced Melanoma or Other Cancers","Completed","No Results Available","Stage IV Melanoma","Biological: recombinant interferon alfa-2b|Drug: cisplatin|Drug: sodium stibogluconate|Drug: dacarbazine|Drug: vinblastine","Case Comprehensive Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","22","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","CASE3Y06|P30CA043703","July 10, 2007","May 2007","January 2012","September 29, 2015","September 2015","No Study Results Posted","null","May 2010","Safety of the combination of sodium stibogluconate and interferon alfa-2b with chemotherapy|Effects of sodium stibogluconate on interferon alfa-2b induced gene modulation and signal transduction pathways by measuring the serum soluble gene product|Effectiveness of sodium stibogluconate in inhibiting the protein tyrosine phosphatases SHP-1 and SHP-2 assayed from peripheral blood leukocytes|Pharmacokinetics of sodium stibogluconate in serum at escalating doses|Clinical response to the combination of sodium stibogluconate and interferon alfa-2b as priming for combination chemotherapy","https://ClinicalTrials.gov/show/NCT00498979"
1625,"NCT01519804","A Study of Onartuzumab (MetMAb) Versus Placebo in Combination With Paclitaxel Plus Platinum in Patients With Squamous Non-Small Cell Lung Cancer","Completed","No Results Available","Non-Squamous Non-Small Cell Lung Cancer","Drug: Placebo|Drug: cisplatin/carboplatin|Drug: onartuzumab|Drug: paclitaxel","Genentech, Inc.","All","18 Years and older   (Adult, Senior)","Phase 2","108","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Participant, Investigator)|Primary Purpose: Treatment","GO27820","December 19, 2011","April 2012","September 2015","September 1, 2016","September 2016","No Study Results Posted","null","January 2014","Progression-free survival (tumor assessments according to RECIST criteria)|Progression-free survival: Subgroup of patients with Met diagnostic-positive squamous NSCLC|Overall survival|Overall response rate (tumor assessments according to RECIST criteria)|Duration of response (time from first documented objective response to disease progression)|Disease control rate (rate of partial response plus complete response plus stable disease for at least 6 weeks)|Safety: Incidence of adverse events|Pharmacokinetics: serum concentration (Cmin/Cmax)|Plasma concentrations of paclitaxel/platinum|Serum levels of anti-therapeutic antibodies (MetMAb ATAs)","https://ClinicalTrials.gov/show/NCT01519804"
1626,"NCT01817023","The Role of Concurrent Chemotherapy for Lower Risk Locally Advanced Nasopharyngeal Carcinoma(NPC) in the Era of IMRT","Recruiting","No Results Available","Nasopharyngeal Carcinoma","Radiation: SIB-IMRT|Drug: Cisplatin","Chinese Academy of Medical Sciences","All","18 Years to 70 Years   (Adult, Senior)","Phase 3","590","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","CH-HN-003","March 20, 2013","April 2013","April 2018","September 9, 2014","September 2014","No Study Results Posted","null","April 2015","overall survival|Acute and late toxicities|3 year Progression-free survival (PFS)","https://ClinicalTrials.gov/show/NCT01817023"
