"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
1597,"NCT00005797","Bone Marrow Transplant in Treating Patients With Hematologic Cancers","Completed","No Results Available","Chronic Myeloproliferative Disorders|Leukemia|Multiple Myeloma and Malignant Plasma Cell Neoplasms|Myelodysplastic Syndromes|Myelodysplastic/Myeloproliferative Neoplasms","Drug: busulfan|Drug: Cyclophosphamide|Drug: VP-16|Radiation: Fractionated Total Body Irradiation (FTBI)","H. Lee Moffitt Cancer Center and Research Institute|National Cancer Institute (NCI)","All","15 Years to 55 Years   (Child, Adult)","Phase 2","125","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","MCC-11281|MCC-IRB-4188|NCI-G00-1759","June 2, 2000","March 1993","July 2007","October 24, 2012","October 2012","No Study Results Posted","null","July 2007","Relapse-free survival","https://ClinicalTrials.gov/show/NCT00005797"
1598,"NCT02420717","Ruxolitinib or Dasatinib With Chemotherapy in Patients With Philadelphia Chromosome (Ph)-Like Acute Lymphoblastic Leukemia (ALL)","Recruiting","No Results Available","Leukemia","Drug: Ruxolitinib|Drug: Dasatinib|Drug: Rituximab|Drug: G-CSF|Drug: Pegfilgrastim|Drug: Methotrexate|Drug: Cytarabine|Drug: Cyclophosphamide|Drug: Mesna|Drug: Doxorubicin|Drug: Vincristine|Drug: Dexamethasone|Drug: Solumedrol|Drug: 6-mercaptopurine|Drug: Prednisone|Drug: Leucovorin","M.D. Anderson Cancer Center|Incyte Corporation","All","10 Years and older   (Child, Adult, Senior)","Phase 2","92","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","2014-0521|NCI-2015-00779","April 15, 2015","July 2015","null","November 18, 2016","November 2016","No Study Results Posted","null","July 2023","Response Rate (CR/CRi) of Ruxolitinib or Dasatinib in Combination With Philadelphia Chromosome (Ph)-Like Acute Lymphoblastic Leukemia (ALL)","https://ClinicalTrials.gov/show/NCT02420717"
1599,"NCT01759732","Haploidentical Stem Cell Transplantation for Children With Acquired Severe Aplastic Anemia","Unknown status","No Results Available","Acquired Aplastic Anemia","Drug: Fludarabine|Drug: Cyclophosphamide|Biological: anti-thymocyte globulin|Biological: filgrastim|Radiation: Total body irradiation|Procedure: CD3-depleted hematopoietic cell transplantation","Asan Medical Center","All","up to 21 Years   (Child, Adult)","Phase 2","10","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","AMCPHO-SCT1202","December 30, 2012","September 2012","December 2015","December 30, 2012","December 2012","No Study Results Posted","null","December 2014","To assess engraftment rate and survival of haploidentical stem cell transplantation with fixed dose of T cells after in vitro T cell depletion using CD3 monoclonal antibody for children with acquired severe aplastic anemia|To assess engraftment and graft failure|To estimate the risk of acute GVHD|To assess treatment related mortality|To estimate overall survival and failure free survival","https://ClinicalTrials.gov/show/NCT01759732"
1600,"NCT01998906","A Study of Herceptin (Trastuzumab) in Combination Chemotherapy in Women With Locally Advanced Breast Cancer","Completed","Has Results","Breast Cancer","Drug: Trastuzumab|Drug: Doxorubicin|Drug: Paclitaxel|Drug: CMF","Hoffmann-La Roche","Female","18 Years and older   (Adult, Senior)","Phase 3","330","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","MO16432","November 25, 2013","May 2002","July 2012","October 24, 2014","October 2014","July 18, 2014","null","July 2012","Event-Free Survival (EFS) - Percentage of Participants With an Event|Event-Free Survival|Percentage of Participants Event Free at 1 Year|Percentage of Participants Event Free at 2 Years|Percentage of Participants Event Free at 3 Years|Percentage of Participants With Breast Pathological Complete Response (bpCR)|Percentage of Participants With Total Pathological Complete Response (tpCR)|Percentage of Participants Achieving Either Complete Response (CR) or Partial Response (PR) According to Modified Response Evaluation Criteria in Solid Tumors (RECIST) Criteria|Overall Survival (OS) - Percentage of Participants With an Event|Overall Survival|Percentage of Participants Surviving at 1 Year|Percentage of Participants Surviving at 2 Years|Percentage of Participants Surviving at 3 Years","https://ClinicalTrials.gov/show/NCT01998906"
1601,"NCT01319565","Prospective Randomized Study of Cell Therapy for Metastatic Melanoma Using Short-Term Cultured Tumor Infiltrating Lymphocytes Plus IL-2 Following Either a Non-Myeloablative Lymphocyte Depleting Chemotherapy Regimen Alone or in Conjunction w/1200 TBI","Active, not recruiting","No Results Available","Metastatic Melanoma|Skin Cancer","Drug: Aldesleukin|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: Young Tumor Infiltrating Lymphocytes|Procedure: 1200 Gy Irradiation","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","18 Years to 66 Years   (Adult, Senior)","Phase 2","102","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","110123|11-C-0123","March 18, 2011","March 9, 2011","June 1, 2020","May 12, 2017","December 12, 2016","No Study Results Posted","null","June 1, 2019","Determine the objective response rate and survival of melanoma patients receiving young TL plus aldesleukin treatment following either chemo preparative regimen alon or the same chemotherapy preparative regimen plus total body radiation","https://ClinicalTrials.gov/show/NCT01319565"
1602,"NCT00801281","First-line R-CVP vs R-CHOP Induction Immunochemotherapy for Indolent Lymphoma and R Maintenance.","Active, not recruiting","No Results Available","Follicular Lymphoma|Marginal Zone Lymphoma|Small Lymphocytic Lymphoma|Lymphoplasmacytic Lymphoma","Drug: Rituximab|Drug: Cyclophosphamide|Drug: Doxorubicin|Drug: Vincristine|Drug: Prednisone 1|Drug: Prednisone 2","Polish Lymphoma Research Group","All","18 Years and older   (Adult, Senior)","Phase 3","250","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","R-CVP/CHOP","December 2, 2008","February 2007","June 2017","February 21, 2017","February 2016","No Study Results Posted","PLRG4","June 2017","Event Free Survival|Response Rate","https://ClinicalTrials.gov/show/NCT00801281"
1603,"NCT00923390","Phase 1/2 Study of Metastatic Renal Cancer Using T-Cells Transduced With a T-Cell Receptor Which Recognizes TRAIL Bound to the DR4 Receptor","Terminated","No Results Available","Renal Cancer|Kidney Cancer","Genetic: 2G-1 TCR Retroviral Vector-Transduced lyn|Drug: Aldesleukin|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: (PG13-A(F/K-F-SGSG-T2a-B (opt) (2G-1 TCR) retroviral vector-transduced lymphocyte","National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC)","All","18 Years to 99 Years   (Adult, Senior)","Phase 1","5","NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","090092|09-C-0092","June 17, 2009","March 2, 2009","August 24, 2012","May 12, 2017","August 24, 2012","No Study Results Posted","null","August 24, 2012","Determine if the administration of T-cells retrovirally transduced with the 2G-1 TCR, with preparative chemotherapy and IL-2, can cause the regression of metastatic RCC, and to identify the maximum tolerated dose for the 2G-1 TCr transduced cell...|Determine the toxicities of these T-cells administered in the above fashion, and to determine TCR and vector presence in the post treatment phase.","https://ClinicalTrials.gov/show/NCT00923390"
1604,"NCT00167219","Stem Cell Transplant for Juvenile Myelomonocytic Leukemia (JMML)","Recruiting","No Results Available","Juvenile Myelomonocytic Leukemia","Biological: Stem Cell Transplant|Drug: Preparative Regimen","Masonic Cancer Center, University of Minnesota","All","up to 18 Years   (Child, Adult)","Phase 1|Phase 2","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","1999LS073|MT1999-20|9911M24961","September 9, 2005","November 18, 1999","December 2020","February 17, 2017","February 2017","No Study Results Posted","null","December 2020","Determine probability of long-term disease free survival in JMML|Secondary outcome measures are the incidence of neutrophil engraftment, graft-versus-host disease (GVHD), regimen-related toxicity, and relapse.","https://ClinicalTrials.gov/show/NCT00167219"
1605,"NCT00002498","Combination Chemotherapy Compared With Mitoxantrone in Treating Older Patients With Advanced Breast Cancer","Unknown status","No Results Available","Breast Cancer","Drug: CMF regimen|Drug: cyclophosphamide|Drug: fluorouracil|Drug: methotrexate|Drug: mitoxantrone hydrochloride","Leiden University Medical Center|National Cancer Institute (NCI)","All","70 Years and older   (Senior)","Phase 2","null","Other","Interventional","Primary Purpose: Treatment","CDR0000077804|DUT-KWF-CKVO-9008|EU-92006","November 1, 1999","July 1992","null","December 17, 2013","May 2000","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00002498"
1606,"NCT00036868","Combination Chemotherapy With Trastuzumab in Treating Women With Metastatic Breast Cancer","Unknown status","No Results Available","Breast Cancer","Biological: trastuzumab|Drug: CMF regimen|Drug: cyclophosphamide|Drug: fluorouracil|Drug: methotrexate","European Organisation for Research and Treatment of Cancer - EORTC","Female","18 Years and older   (Adult, Senior)","Phase 2","90","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","EORTC-10995-16999|EORTC-10995|EORTC-16999|IDBBC-EORTC-10995","May 13, 2002","February 2002","null","June 6, 2013","June 2013","No Study Results Posted","null","June 2009","Clinical heart failure rate measured by New York Heart Association classification, LVEF, and ECG|Response rate by RECIST|Duration of response by RECIST|Time to progression|Toxicity measured by CTC v2.0","https://ClinicalTrials.gov/show/NCT00036868"
1607,"NCT00578539","T-Reg Cell Kinetics, Stem Cell Transplant, REGALE","Terminated","Has Results","Leukemia|Hodgkin Lymphoma|Non Hodgkin Lymphoma|Myeloproliferative Disorders","Drug: ARA C|Drug: Cyclophosphamide|Drug: MESNA|Radiation: Total Body Irradiation (TBI)|Biological: Campath-1h|Procedure: Stem Cell Infusion","Baylor College of Medicine|Center for Cell and Gene Therapy, Baylor College of Medicine|Texas Children's Hospital","All","Child, Adult, Senior","","24","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","H-21079-REGALE|REGALE","December 19, 2007","October 2007","May 2013","March 24, 2016","March 2016","August 28, 2014","REGALE","May 2013","Median Percentage of Treg Cells at 1 Year Post Transplant","https://ClinicalTrials.gov/show/NCT00578539"
1608,"NCT00003012","Combination Chemotherapy Following Surgery in Treating Women With Early Stage Breast Cancer","Completed","No Results Available","Breast Cancer","Drug: CMF regimen|Drug: cyclophosphamide|Drug: epirubicin hydrochloride|Drug: fluorouracil|Drug: methotrexate","Scottish Cancer Therapy Network|National Cancer Institute (NCI)","Female","Child, Adult, Senior","Phase 3","1000","Other","Interventional","Allocation: Randomized|Primary Purpose: Treatment","CDR0000065590|SCTN-BR9601|EU-97013","November 1, 1999","October 1996","null","November 5, 2013","November 2008","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00003012"
1609,"NCT00723125","Carboplatin, Abraxane, Avastin as Neoadjuvant Therapy for Her2-Negative Breast Cancer","Completed","Has Results","Breast Cancer","Drug: Abraxane|Drug: Carboplatin|Drug: Avastin","William Sikov|Yale University|Brown University","Female","19 Years and older   (Adult, Senior)","Phase 2","60","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","BrUOG-BR-211A","July 15, 2008","September 2008","June 2014","October 14, 2014","October 2014","July 17, 2014","null","June 2014","Pathological Complete Response Rates at Surgery|Measure of Safety and Tolerability According to CTC Version 3.0","https://ClinicalTrials.gov/show/NCT00723125"
1610,"NCT00067002","Randomized Double Cord Blood Transplant Study","Completed","No Results Available","Leukemia, Lymphocytic, Acute|Leukemia, Myelocytic, Acute|Leukemia, Myeloid, Chronic|Lymphoma, Non-Hodgkin","Procedure: Expanded allogeneic cord blood (CB)|Procedure: One Unmanipulated and One Expanded Cord Blood Unit|Drug: Rituxan|Drug: Melphalan|Drug: Thiotepa|Drug: Fludarabine|Drug: Cyclophosphamide|Drug: Mesna|Radiation: Total body irradiation (TBI)","M.D. Anderson Cancer Center|National Cancer Institute (NCI)|Cellgenix","All","1 Month to 80 Years   (Child, Adult, Senior)","Phase 2","110","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","ID02-407|CA061508|NCI-2012-01299","August 8, 2003","April 2003","July 2016","July 15, 2016","July 2016","No Study Results Posted","null","July 2016","Time To Engraftment|Engraftment","https://ClinicalTrials.gov/show/NCT00067002"
1611,"NCT00005804","Bone Marrow Transplantation in Treating Patients With Hematologic Cancer","Completed","No Results Available","Chronic Myeloproliferative Disorders|Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes|Precancerous/Nonmalignant Condition|Small Intestine Cancer","Drug: cyclophosphamide|Procedure: allogeneic bone marrow transplantation|Radiation: radiation therapy","Fred Hutchinson Cancer Research Center|National Cancer Institute (NCI)","All","up to 50 Years   (Child, Adult)","Phase 2","null","Other|NIH","Interventional","Primary Purpose: Treatment","1467.00|FHCRC-1467.00|NCI-H00-0054|CDR0000067780","June 2, 2000","October 1999","August 2002","March 31, 2010","March 2010","No Study Results Posted","null","August 2002","","https://ClinicalTrials.gov/show/NCT00005804"
